developer,year,app_name,price
Terry Cavanagh,2010.0,VVVVVV,4.99
Blue Byte,2010.0,The Settlers 7: Conquest - The Empire Expansion DLC,3.99
Frictional Games,2010.0,Amnesia: The Dark Descent,19.99
EasyGameStation,2010.0,Recettear: An Item Shop's Tale,19.99
Dedication Games,2010.0,Swarm Arena,3.99
SEGA,2010.0,Super Thunder Blade™,2.99
SEGA,2010.0,Galaxy Force II™,2.99
exosyphen studios,2010.0,Hacker Evolution,4.99
exosyphen studios,2010.0,Hacker Evolution: Untold,4.99
Subsoap,2010.0,Faerie Solitaire,9.99
Gaming Minds Studios,2010.0,Patrician IV - Steam Special Edition,14.99
SEGA,2010.0,Bonanza Bros.™,2.99
Katauri Interactive,2010.0,King's Bounty: Crossworlds,14.99
Dovetail Games,2010.0,Train Simulator: Green & Gold HST DMU Add-On,4.99
"Firaxis Games,Aspyr (Mac, Linux)",2010.0,Sid Meier's Civilization® V,29.99
Nitro Games,2010.0,Commander: Conquest of the Americas - Colonial Navy,4.99
Croteam,2002.0,Serious Sam Classic: The Second Encounter,9.99
Blind Mind Studios,2010.0,Star Ruler,9.99
Krome Studios,2010.0,Blade Kitten,2.99
Team17 Digital Ltd,2010.0,Alien Breed 2: Assault,9.99
Vigil Games,2010.0,Darksiders™,19.99
Egosoft,1999.0,X: Beyond the Frontier,4.99
NeoCoreGames,2010.0,The Kings' Crusade,9.99
ArenaNet®,2007.0,Guild Wars: Eye of the North®,19.99
Egosoft,2000.0,X: Tension,4.99
Triumph Studios,2010.0,Age of Wonders II: The Wizard's Throne,9.99
I Sioux Game Productions B.V.,2010.0,Governor of Poker 2,7.99
I Sioux Game Productions B.V.,2010.0,Governor of Poker 2 - Premium Edition,14.99
Triumph Studios,2010.0,Age of Wonders Shadow Magic,9.99
Triumph Studios,2010.0,Age of Wonders,5.99
Electronic Arts,2010.0,Medal of Honor™,19.99
"Headup Games,Silent Dreams",2010.0,Grotesque Tactics: Evil Heroes,9.99
"CAPCOM CO., LTD.",2010.0,Lost Planet® 2,19.99
Stickmen Studios,2010.0,Doc Clock: The Toasted Sandwich of Time,4.99
Obsidian Entertainment,2010.0,Fallout: New Vegas,9.99
Dmytry Lavrov,2010.0,The Polynomial - Space of the music,6.99
Ivy Games,2010.0,Puzzle Bots,4.99
Noumenon Games,2010.0,Nimbus,9.99
"Firaxis Games,Aspyr (Mac, Linux)",2010.0,Civilization V - Babylon (Nebuchadnezzar II),4.99
Hothead Games,2010.0,DeathSpank,14.99
SEGA,2010.0,Virtua Fighter™ 2,2.99
SEGA,2010.0,Columns™ III,2.99
SEGA,2010.0,Sword of Vermilion™,2.99
SEGA,2010.0,Golden Axe™ II,2.99
SEGA,2010.0,Sonic The Hedgehog,4.99
SEGA,2010.0,Flicky™,2.99
SEGA,2010.0,ESWAT™: City Under Siege,2.99
SEGA,2010.0,Ecco™: The Tides of Time,2.99
SEGA,2010.0,Decap Attack™,2.99
SEGA,2010.0,Bio-Hazard Battle™,2.99
SEGA,2010.0,Alien Storm,2.99
Klei Entertainment,2010.0,Shank,9.99
Teotl Studios,2010.0,The Ball,9.99
Aspyr Studios,2010.0,STAR WARS™: The Force Unleashed™ II,19.99
Firemint,2010.0,Flight Control HD,4.99
Ascaron Entertainment ltd.,2010.0,Patrician III,4.99
Gaijin Games,2010.0,BIT.TRIP BEAT,9.99
1C Company,2010.0,Theatre of War 2 - Battle for Caen,1.99
Nitro Games,2010.0,Woody Two-Legs: Attack of the Zombie Pirates,4.99
Tomkorp Computer Solutions Inc.,2010.0,Clones,4.99
Paradox Interactive,2010.0,Victoria II: Interwar Spritepack,1.99
Double Helix Games,2010.0,Front Mission Evolved: Wanzer Pack 2,3.99
Centauri Production,2010.0,Pound of Ground,9.99
Centauri Production,2009.0,Pat & Mat,6.99
Centauri Production,2010.0,Alternativa,12.99
Altar Games,2007.0,Fish Fillets 2,4.99
React Games,2010.0,Archon Classic,9.99
Treyarch,2010.0,Call of Duty®: Black Ops,39.99
Sonic Boom Games,2010.0,Rhythm Zone Tornado Visualizer DLC,0.99
Joshyy,2010.0,Arcadia,4.99
Oddworld Inhabitants,2010.0,Oddworld: Munch's Oddysee,4.99
Sonic Boom Games,2010.0,Rhythm Zone DJ Table Visualizer DLC,1.99
Oddworld Inhabitants,2010.0,Oddworld: Stranger's Wrath HD,9.99
"Ntreev Soft Co., Ltd.",2010.0,Clickr,4.99
Telltale Games,2010.0,Back to the Future: The Game,19.99
Rockstar Games,2002.0,Grand Theft Auto III,9.99
Rockstar Games,2005.0,Grand Theft Auto: San Andreas,14.99
Crystal Dynamics Inc.,2011.0,Lara Croft GoL: Raziel and Kain Character Pack,3.49
Crystal Dynamics Inc.,2011.0,Lara Croft GoL: Things that Go Boom - Challenge Pack 2,3.49
Crystal Dynamics,2011.0,Lara Croft GoL: Hazardous Reunion - Challenge Pack 3,3.49
Crystal Dynamics Inc.,2011.0,Lara Croft GoL: All the Trappings - Challenge Pack 1,3.49
Rockstar Games,2003.0,Grand Theft Auto: Vice City,9.99
Brightside Games,2011.0,Zeit²,9.99
Extend Studio,2011.0,A.R.E.S.: Extinction Agenda,4.99
BlueGiant Interactive,2011.0,APOX,14.99
Visceral Games,2011.0,Dead Space™ 2,19.99
Big Fish Studios,2011.0,Drawn®: The Painted Tower,9.99
Cateia Games,2011.0,Kaptain Brawe: A Brawe New World,4.99
SEGA,2011.0,Wonder Boy III: Monster Lair,2.99
Uber Entertainment,2011.0,Monday Night Combat,4.99
MumboJumbo,2011.0,Luxor: 5th Passage,9.99
SEGA,2011.0,Alien Soldier,2.99
SEGA,2011.0,Shining in the Darkness,2.99
SEGA,2011.0,Light Crusader,2.99
SEGA,2011.0,Landstalker: The Treasures of King Nole,2.99
SEGA,2011.0,Gunstar Heroes,2.99
SEGA,2011.0,ToeJam & Earl,4.99
SEGA,2011.0,Streets of Rage 2,2.99
SEGA,2011.0,Sonic The Hedgehog 2,4.99
SEGA,2011.0,Streets of Rage,2.99
SEGA,2011.0,Sonic 3 &  Knuckles,4.99
SEGA,2011.0,Shining Force II,2.99
SEGA,2011.0,Shining Force,2.99
The Sims Studio,2009.0,The Sims™ 3,19.99
VStep,2011.0,Ship Simulator Extremes: Sigita Pack,3.99
The Sims Studio,2010.0,The Sims™ 3 Fast Lane Stuff,19.99
The Sims Studio,2009.0,The Sims™ 3 World Adventures,19.99
The Sims Studio,2010.0,The Sims™ 3 Late Night,19.99
The Sims Studio,2010.0,The Sims™ 3 Ambitions,19.99
The Sims Studio,2010.0,The Sims™ 3 High-End Loft Stuff,19.99
Trinoteam,2011.0,Trino,4.99
Virtual Prophecy Entertainment,2011.0,Mishap 2: An Intentional Haunting - Collector's Edition,14.99
The Sims Studio,2011.0,The Sims™ 3 Outdoor Living Stuff,19.99
Mediatonic,2011.0,Who's That Flying?!,5.99
Cyan Worlds,2011.0,Myst: Masterpiece Edition,5.99
Petroglyph,2011.0,Guardians of Graxia: Elves & Dwarves,2.99
Reality Pump Studios,2011.0,Two Worlds II HD,19.99
Eden Studios,2011.0,Test Drive Unlimited 2,19.99
NeoCoreGames,2011.0,King Arthur: The Druids,3.99
Positech Games,2011.0,Gratuitous Space Battles: Galactic Conquest,6.99
NeoCoreGames,2011.0,The Kings' Crusade: New Allies,3.99
Realmforge Studios,2011.0,DUNGEONS - Steam Special Edition,9.99
"Arcen Games, LLC",2011.0,AI War: Light of the Spire,4.99
DTP,2011.0,Drakensang: The River of Time,19.99
Stainless Games,2011.0,RISK™: Factions,9.99
Fakt Software,2011.0,Crazy Machines 2: Time Travel Add-On,4.99
Gaijin Games,2011.0,BIT.TRIP RUNNER,9.99
"Kaos Studios,Digital Extremes",2011.0,Homefront,19.99
Red Redemption,2011.0,Fate of the World,9.99
Copenhagen Game Collective,2011.0,B.U.T.T.O.N. (Brutally Unfair Tactics Totally OK Now),2.99
"Relic Entertainment,Feral Interactive (Mac/Linux)",2011.0,"Warhammer 40,000: Dawn of War II - Retribution - Tyranid Race Pack",0.99
"Relic Entertainment,Feral Interactive (Mac/Linux)",2011.0,"Warhammer 40,000: Dawn of War II - Retribution Ork Race Pack",0.99
"Relic Entertainment,Feral Interactive (Mac/Linux)",2011.0,"Warhammer 40,000: Dawn of War II - Retribution Imperial Guard Race Pack",2.99
"Relic Entertainment,Feral interactive (Mac/Linux)",2011.0,"Warhammer 40,000: Dawn of War II - Retribution Eldar Race Pack",0.99
"Relic Entertainment,Feral interactive (Mac/Linux)",2011.0,"Warhammer 40,000: Dawn of War II - Retribution Chaos Space Marines Race Pack",0.99
Trion Worlds,2013.0,RIFT,0.0
"Relic Entertainment,Feral Interactive (Mac/Linux)",2011.0,"Warhammer 40,000: Dawn of War II: Retribution",29.99
Stout Games,2011.0,Dinner Date,3.99
"Relic Entertainment,Feral Interactive (Mac/Linux)",2011.0,"Warhammer 40,000: Dawn of War II - Retribution Space Marines Race Pack",2.99
Black Lion Studios,2011.0,Shadow Harvest: Phantom Ops,9.99
Colossal Order Ltd.,2011.0,Cities in Motion: Design Classics,3.99
VStep,2011.0,Ship Simulator Extremes: Ferry Pack,3.99
"Relic Entertainment,Feral Interactive (Mac/Linux)",2011.0,"Warhammer 40,000: Dawn of War II: Retribution: Dark Angels Pack",6.99
SimBin,2011.0,STCC The Game 2 – Expansion Pack for RACE 07,3.99
11 bit studios,2011.0,Anomaly: Warzone Earth,9.99
Ntronium Games,2010.0,Armada 2526,14.99
Martin Ivanov,2011.0,Darkest Hour: A Hearts of Iron Game,9.99
Realmforge Studios,2011.0,Dungeons: Into the Dark DLC Pack,3.99
800 North and Digital Ranch,2011.0,Dino D-Day,9.99
Gaming Minds Studios,2011.0,Patrician IV: Rise of a Dynasty,9.99
Valve,2011.0,Portal 2,19.99
Arrowhead Game Studios,2011.0,Magicka: Vietnam,4.99
Coffee Stain Studios,2011.0,Sanctum,9.99
1C:InoCo,2011.0,Majesty 2 Collection,19.99
"Relic Entertainment,Feral Interactive (Mac/Linux)",2011.0,"Warhammer 40,000: Dawn of War II - Retribution - Mekboy Wargear DLC",2.99
"Relic Entertainment,Feral Interactive (Mac/Linux)",2011.0,Dawn of War II: Retribution – The Last Stand,9.99
"Relic Entertainment,Feral Interactive (Mac/Linux)",2011.0,"Warhammer 40,000: Dawn of War II - Retribution - Farseer Wargear DLC",2.99
Mode 7,2011.0,Frozen Synapse,24.99
"Relic Entertainment,Feral Interactive (Mac/Linux)",2011.0,"Warhammer 40,000: Dawn of War II: Retribution - Captain Wargear DLC",2.99
inner seas,2011.0,Winter Voices Episode 4: Amethyst Rivers,4.99
inXile Entertainment,2011.0,Hunted: The Demon’s Forge™,4.99
Fatshark,2011.0,Hamilton's Great Adventure,9.99
The Sims Studio,2011.0,The Sims™ 3 Generations,19.99
Colossal Order Ltd.,2011.0,Cities in Motion: Tokyo,5.99
Arrowhead Game Studios,2011.0,Magicka: Nippon,0.99
Behaviour,2011.0,Ghostbusters: Sanctum of Slime Challenge Pack DLC,1.99
Microids,2009.0,Still Life 2,7.99
Microids,2005.0,Still Life,7.99
Treyarch,2011.0,Call of Duty®: Black Ops Escalation Content Pack,14.99
Obsidian Entertainment,2011.0,Dungeon Siege III,14.99
Gearbox Software,2011.0,Duke Nukem Forever,19.99
Red Duck Inc.,2011.0,A.V.A. Alliance of Valiant Arms™,0.0
Cryptic Studios,2009.0,Champions Online,0.0
Grey Havens,2011.0,Spiral Knights,0.0
"Apus Software,Three Donkeys LLC",2011.0,Spectromancer - Truth & Beauty,9.99
Colossal Order Ltd.,2011.0,Cities in Motion: Design Now,3.99
Reality Pump Studios,2011.0,Two Worlds II Castle Defense,9.99
Peter Brinson and Kurosh ValaNejad,2011.0,The Cat and the Coup,0.0
Stainless Games Ltd,2011.0,Magic: The Gathering - Duels of the Planeswalkers 2012,19.99
Bacon Wrapped Games,2011.0,Ancients of Ooga,9.99
Cold Beam Games,2011.0,Beat Hazard Ultra,4.99
Mode 7,2011.0,Frozen Synapse: Soundtrack,5.99
Murudai,2011.0,Solar 2,9.99
Totem Games,2011.0,Ironclads: Schleswig War 1864,9.99
Totem games,2011.0,Ironclads: Anglo Russian War 1866,9.99
Arrowhead Game Studios,2011.0,Magicka: Final Frontier,2.99
Totem Games,2011.0,Ironclads: Chincha Islands War 1866,9.99
Day 1 Studios,2011.0,F.E.A.R. 3,19.99
Arrowhead Game Studios,2011.0,Magicka: Frozen Lake,1.99
Arrowhead Game Studios,2011.0,Magicka: The Watchtower,1.99
N3V Games,2011.0,Trainz Simulator DLC: The Duchess,19.99
Arrowhead Game Studios,2011.0,Magicka: Party Robes,1.99
Paradox Interactive,2011.0,Europa Universalis III: Western - AD 1400 Spritepack,1.99
Bedlam Games,2011.0,Dungeons and Dragons: Daggerdale,14.99
SimBin,2011.0,RETRO – Expansion Pack for RACE 07,3.99
Giants Software,2011.0,Farming Simulator 2011 Equipment Pack 2,6.99
Paradox Interactive,2011.0,Europa Universalis III: Eastern - AD 1400 Spritepack,1.99
Paradox Development Studio,2011.0,Hearts of Iron III: For the Motherland,4.99
Team17 Digital Ltd,2011.0,Worms Reloaded: Puzzle Pack,4.99
Team17 Digital Ltd,2011.0,Worms Reloaded: Retro Pack,4.99
Team17 Digital Ltd,2011.0,Worms Reloaded: Time Attack Pack,4.99
Realmforge Studios,2011.0,Dungeons: Map Pack DLC,2.99
Team17 Digital Ltd,2011.0,Worms Reloaded: Forts Pack,4.99
Telltale Games,2011.0,Puzzle Agent 2,9.99
Tripwire Interactive,2011.0,Killing Floor: Steampunk Character Pack,7.99
Ageod,2011.0,Pride of Nations: Spanish-American War 1898,3.99
Secret Base,2011.0,Tobe's Vertical Adventure,0.99
Obsidian Entertainment,2011.0,Fallout New Vegas: Old World Blues,4.99
"Relic Entertainment,Feral Interactive (Mac/Linux)",2011.0,"Warhammer 40,000: Dawn of War II: Retribution - Ulthwe Wargear DLC",6.99
YeaBoing,2011.0,Lucid,4.99
Dovetail Games,2011.0,Train Simulator: BR Class 421 '4CIG' Loco,8.99
"Kaos Studios,Digital Extremes",2011.0,Homefront: Express 870 Shotgun,0.99
Mystic Box,2011.0,Runespell: Overture,9.99
Digitalmindsoft,2011.0,Men of War: Assault Squad - Skirmish Pack,1.99
"Dejobaan Games, LLC",2011.0,Aaaaa! - Brutal Concussion,1.99
Lunar Giant,2011.0,Delve Deeper: Treasures and Tunnels,0.99
Extend Studio,2011.0,A.R.E.S.: Berzerker Suit,0.99
Colossal Order Ltd.,2011.0,Cities in Motion: Metro Stations,2.99
HeR Interactive,2010.0,Nancy Drew®: Secrets Can Kill REMASTERED,6.99
Bohemia Interactive,2011.0,ARMA: Cold War Assault,4.99
Zachtronics,2011.0,SpaceChem: 63 Corvi,1.99
Haemimont Games,2011.0,Tropico 4,14.99
HeR Interactive,2011.0,Nancy Drew®: The Captive Curse,6.99
HeR Interactive,2010.0,Nancy Drew®: Trail of the Twister,6.99
Total Eclipse,2011.0,The Clockwork Man,6.99
Ageod,2011.0,Pride of Nations: American Civil War 1862,3.99
Two Tribes,2011.0,EDGE,6.99
"Firaxis Games,Aspyr (Mac, Linux)",2011.0,Civilization V - Civ and Scenario Pack: Korea,4.99
"Firaxis Games,Aspyr (Mac, Linux)",2011.0,Civilization V - Scenario Pack: Wonders of the Ancient World,4.99
Coffee Stain Studios,2011.0,Sanctum: Official Soundtrack,9.99
exosyphen studios,2011.0,Hacker Evolution Duality,4.99
MinMax Games Ltd.,2011.0,Space Pirates and Zombies,9.99
TimeGate Studios,2011.0,Section 8: Prejudice Frontier Colonies Map Pack,3.99
TimeGate Studios,2011.0,Section 8: Prejudice Blitz Pack,2.99
TimeGate Studios,2011.0,Section 8: Prejudice Overdrive Map Pack,3.99
"Relic Entertainment,Feral Interactive (Mac/Linux)",2011.0,"Warhammer 40,000: Dawn of War II - Ultramarines Pack",6.99
Obsidian Entertainment,2011.0,Fallout New Vegas®: Lonesome Road™,4.99
Three Rings,2011.0,Puzzle Pirates,0.0
Hothead Games,2011.0,The Baconing,14.99
Relic,2011.0,"Warhammer 40,000: Space Marine",29.99
1C Company,2011.0,Men of War: Vietnam,7.99
Flying Wild Hog,2012.0,Hard Reset Extended Edition,14.99
Ageod,2011.0,Pride of Nations: The Franco-Prussian War 1870,3.99
"Octane Games,Meridian4",2011.0,Wasteland Angel,9.99
ACE Team,2011.0,Rock of Ages,9.99
Tripwire Interactive,2011.0,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,19.99
Colossal Order Ltd.,2011.0,Cities in Motion: German Cities,5.99
Stainless Games Ltd,2011.0,Magic: The Gathering 2012 - Expansion,4.99
Paradox Development Studio,2011.0,Sengoku,9.99
PomPom,2011.0,Astro Tripper,4.99
HeR Interactive,2010.0,Nancy Drew®: Shadow at the Water's Edge,6.99
Reality Pump Studios,2011.0,Two Worlds II - Pirates of the Flying Fortress,9.99
NGD Studios,2011.0,Bunch of Heroes,4.99
Gearbox Software,2011.0,Duke Nukem Forever: Hail to the Icons Parody Pack,9.99
Blackhole,2011.0,Might & Magic: Heroes VI,19.99
Gas Powered Games,2011.0,Supreme Commander: Forged Alliance,14.99
Edmund McMillen and Florian Himsl,2011.0,The Binding of Isaac,4.99
Giants Software,2011.0,Farming Simulator 2011 Equipment Pack 3,6.99
1C-Avalon,2011.0,Off-Road Drive,4.99
Gas Powered Games,2007.0,Supreme Commander,14.99
Red Redemption,2011.0,Fate of the World: Tipping Point,18.99
Steel Monkeys,2011.0,Post Apocalyptic Mayhem: DLC - Chaos Pack,1.99
Red Redemption,2011.0,Fate of the World: Denial,2.99
Red Redemption,2011.0,Fate of the World: Migration,4.99
City Interactive,2011.0,Sniper: Ghost Warrior - Second Strike,1.99
"Games Farm,3Division",2011.0,Air Conflicts: Secret Wars,5.99
Red Redemption,2011.0,Fate of the World: Extras Pack,3.99
Capcom Vancouver,2011.0,Dead Rising 2: Off the Record,19.99
Hothead Games,2011.0,The Baconing DLC - Roesha – One Bad Mutha Co-op Character,1.99
"Akella,.dat",2011.0,Disciples III - Resurrection,14.99
Days of Wonder,2011.0,Memoir '44 Online,0.0
Dovetail Games,2011.0,Train Simulator: Amtrak Acela Express EMU Add-On,8.99
Double Fine Productions,2011.0,Costume Quest,9.99
The Sims Studio,2011.0,The Sims™ 3 Pets,19.99
Positech Games,2011.0,Gratuitous Space Battles: The Parasites,5.99
"Vlambeer,Croteam",2011.0,Serious Sam: The Random Encounter,4.99
Iridium Studios,2011.0,Before the Echo,4.99
Ideas Pad,2011.0,Puzzler World 2,4.99
b-Alive,2011.0,Airline Tycoon 2,9.99
Spellbound Studios,2011.0,ArcaniA: Fall of Setarrif,14.99
KTX Software,2011.0,The Haunted: Hells Reach,8.99
Robot Entertainment,2011.0,Orcs Must Die! - Artifacts of Power,1.99
Obsidian Entertainment,2011.0,Dungeon Siege III: Treasures of the Sun,6.99
Daybreak Game Company,2011.0,DC Universe™ Online,0.0
"Haemimont Games,Feral Interactive (Mac)",2011.0,Tropico 4: Junta Military DLC,2.99
Devil's Details,2011.0,Sonic Generations Collection,19.99
HeR Interactive,2011.0,Nancy Drew®: Alibi in Ashes,6.99
Robot Entertainment,2011.0,Orcs Must Die! - Lost Adventures,2.99
"Infinity Ward,Sledgehammer Games,Aspyr (Mac)",2011.0,Call of Duty®: Modern Warfare® 3,39.99
"Team Bondi,Rockstar Leeds",2011.0,L.A. Noire,19.99
"Team Bondi,Rockstar Leeds",2011.0,L.A. Noire: DLC Bundle,11.99
Digitalmindsoft,2011.0,Men of War: Assault Squad - MP Supply Pack Charlie,1.99
Final Form Games,2011.0,Jamestown Soundtrack,4.99
Final Form Games,2011.0,"Jamestown: Gunpowder, Treason, & Plot",2.99
Trendy Entertainment,2011.0,Dungeon Defenders Halloween Costume Pack,0.99
Trendy Entertainment,2011.0,Dungeon Defenders Halloween Mission Pack,1.99
Cipher Prime Studios,2011.0,Fractal: Make Blooms Not War,6.99
Arrowhead Game Studios,2011.0,Magicka: Horror Props Item Pack,2.99
Digital Reality,2011.0,SkyDrift,9.99
Arrowhead Game Studios,2011.0,Magicka: Holiday Spirit Item Pack,1.99
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2011.0,Total War: SHOGUN 2 - The Hattori Clan Pack,4.99
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2011.0,Total War: Shogun 2 - Blood Pack DLC,1.59
Arrowhead Game Studios,2011.0,Magicka: The Stars Are Left,5.99
Paradox Interactive,2011.0,Europa Universalis III: Reformation SpritePack,1.99
Paradox Interactive,2011.0,Europa Universalis III: Enlightenment SpritePack,1.99
Unicorn Games Studio,2010.0,Real Warfare 1242,3.99
Stardock Entertainment,2011.0,Galactic Civilizations® II: Ultimate Edition,19.99
"KrossRails,Dovetail Games",2011.0,Train Simulator: West Coast Main Line North Route Add-On,12.99
Reloaded Productions,2011.0,APB Reloaded,0.0
Wadjet Eye Games,2012.0,Blackwell Unbound,4.99
Digitalmindsoft,2011.0,Men of War: Assault Squad - Skirmish Pack 2,1.99
Tripwire Interactive,2011.0,Killing Floor - Steampunk Character Pack 2,7.99
Team 6 Studios,2011.0,Flatout 3: Chaos & Destruction,9.99
Ubisoft Montreal,2011.0,Assassin's Creed Revelations - The Ancestors Character Pack,3.99
Trendy Entertainment,2011.0,Dungeon Defenders The Great Turkey Hunt! Mission & Costumes,1.99
"Haemimont Games,Feral Interactive (Mac)",2011.0,Tropico 4: Plantador DLC,2.99
"Vicious Cycle Software, Inc.",2011.0,Earth Defense Force: Insect Armageddon,9.99
Stainless Games Ltd,2011.0,Magic 2012 Deck Pack 2,2.99
Relic,2011.0,"Warhammer 40,000: Space Marine - Golden Relic Chainsword",0.99
Relic,2011.0,"Warhammer 40,000: Space Marine - Traitor Legions Pack",0.99
"Gaslamp Games, Inc.",2011.0,Dungeons of Dredmor: Realm of the Diggle Gods,2.99
Relic,2011.0,"Warhammer 40,000: Space Marine - Emperor’s Elite Pack",0.99
Nitro Games,2011.0,Pirates of Black Cove: Origins,4.99
Relic,2011.0,"Warhammer 40,000: Space Marine - Golden Relic Bolter",0.99
Egosoft,2011.0,X3: Albion Prelude,9.99
Frozenbyte,2013.0,Trine 2: Complete Story,19.99
Trendy Entertainment,2011.0,Dungeon Defenders - Quest for the Lost Eternia Shards Part 1,3.99
ASTRO PORT,2011.0,SATAZIUS,5.99
Lionhead Studios,2011.0,Fable - The Lost Chapters,9.99
Avalanche Studios,2011.0,Renegade Ops - Reinforcement Pack,2.99
Fakt Software,2011.0,Crazy Machines 2: Happy New Year DLC,2.99
Trendy Entertainment,2011.0,Dungeon Defenders - Etherian Holiday Extravaganza,1.99
Volition,2011.0,Saints Row: The Third Warrior Pack,2.99
Avalanche Studios,2011.0,Renegade Ops - Coldstrike Campaign,4.99
Relic,2011.0,"Warhammer 40,000: Space Marine - Alpha Legion Champion Armour Set",2.99
Relic,2011.0,"Warhammer 40,000: Space Marine - Salamanders Veteran Armour Set",2.99
Relic,2011.0,"Warhammer 40,000: Space Marine - Blood Angels Veteran Armour Set",2.99
Relic,2011.0,"Warhammer 40,000: Space Marine - Legion of the Damned Armour Set",2.99
Relic,2011.0,"Warhammer 40,000: Space Marine - Chaos Unleashed Map Pack",9.99
"D3Publisher of America, Inc.",2011.0,Earth Defense Force Tactician Advanced Tech Package,0.99
"D3Publisher of America, Inc.",2011.0,Earth Defense Force Aerialist Munitions Package,0.99
"D3Publisher of America, Inc.",2011.0,Earth Defense Force Trooper Special Issue Enforcer Package,0.99
"D3Publisher of America, Inc.",2011.0,Earth Defense Force Battle Armor Weapon Chest,0.99
Unigine Corp.,2012.0,Oil Rush,7.99
Dovetail Games,2012.0,Train Simulator: Woodhead Route Add-On,12.99
NeocoreGames,2012.0,King Arthur II: The Role-Playing Wargame,9.99
NEOCORE GAMES,2012.0,King Arthur II: Dead Legions,4.99
Croteam,2005.0,Serious Sam 2,9.99
Lizsoft,2012.0,Fortune Summoners,19.99
Cryptic Studios,2010.0,Star Trek Online,0.0
Trendy Entertainment,2012.0,Dungeon Defenders: Barbarian Hero DLC,2.99
Trendy Entertainment,2012.0,Dungeon Defenders: Assault Mission Pack,1.99
